115090488,barrie/ca/154980/1238832/115090488.html,Hampton Inn &amp; Suites by Hilton Barrie,"I have no problems with this hotel at, ok check in maybe have been a tad slow, ( the room wasn't ready plus the reception staff member was new at her job) but other than that I have no issues. The breakfast buffett was excellent but make sure u get there early to get a seat. One feature i used alot was the free 24 hour coffee, it saved me walking down to the TIm Hortons. I'd use this hotel again without hestitiation.",5,positive
115097779,barrie/ca/154980/1238832/115097779.html,Hampton Inn &amp; Suites by Hilton Barrie,"We stayed at this hotel for 5 nights in June/July. Slight hitch at check in as our friends reservation had been lost, however he was upgraded to a suite at no extra cost for the 'inconvenience' which took all of 5 minutes to resolve. The staff were very helpful and courteous but our rooms also weren't ready and our luggage had to be stored at front desk until they were(we had arrived at 3:00-the advertised check in time). A walk to the nearby supermarket and 40 minutes later we returned to find the rooms all ready for us. The breakfast buffet was great, nice selection of hot and cold food. We used the saltwater swimming pool which was a nice temperature and clean. My only qualm about this hotel was the distance from everything. A taxi costs upwards of $15 to get to Bayfield Street and Downtown. It's a long walk to Centennial Beach (4km+) If you go to Barrie you need a car but there is plenty of free parking at the hotel. Overall, it was a nice stay and I'd recommend this hotel to anyone. We stayed at the Days Inn next door to this hotel last year which was equally nice but my new favouite is this one if you want a bit more luxury!",5,positive
115536959,barrie/ca/154980/1238832/115536959.html,Hampton Inn &amp; Suites by Hilton Barrie,"We (2 adults and 2 kids <5)stayed here during a house reno, so we're from Barrie. Loved it. The beds were comfortable, it's quiet and well maintained. The pool and hottub were clean and at good temperatures. Yummy hot breakfast with amazing omelettes, waffles and fresh fruit, cereals, toast, muffins, etc. Coffee a little weak but there's a TH down the street.  Close to the 400 without the noise. A little slow to clean the rooms in the morning.  Maybe will go for a ""staycation"" there again!",4,positive
115912198,barrie/ca/154980/1238832/115912198.html,Hampton Inn &amp; Suites by Hilton Barrie,"Stayed in for a weekend in July and i was amazed by the cleaness of the hotel. The pool and gym is very nice and the breakfast is perfect. we were a group of 8 people and were all amazed for the price we payed, ive stayed in at several hiltons, W's, Super8 you name it and this hotel is like a 5 star for the price.",5,positive
115962688,barrie/ca/154980/1238832/115962688.html,Hampton Inn &amp; Suites by Hilton Barrie,The hotel is conveniently located just off the main highway. The staff was very friendly and helpful. The room was quite large and comfortable with all the amenities needed. The only downside was the lack of eateries in the immediate area.,5,positive
116157083,barrie/ca/154980/1238832/116157083.html,Hampton Inn &amp; Suites by Hilton Barrie,"This Hampton Inn Barrie is very accessible off Highway 400 in Ontario. It's an easy on/off after traveling long distances in Canada. Several restaurants have available carry out surrounding the hotel. Front desk staff was friendly & helpful especially when I couldn't get the complimentary HHilton WiFi to work in my room. After some fiddling - she helped me figure it out and it worked fine the rest of my stay. The pool & hot tub were great after a long drive! We had a 2 queen bed suite for my family of four. The room itself was very spacious with a separate wet bar, refrigerator, microwave and large counter top. The two biggest drawbacks were the small bathroom (just toilet/tub) and the separate grooming area (sink, mirror, hair dryer) which was outside the bathroom in the hotel room itself. Our family would have liked a little more privacy (along with larger trash cans in the room!). The other drawback was the ""pull out"" sofa bed. It was so incredibly uncomfortable with the springs all very close to the fabric that my daughter got in it and started to cry. She ended up sleeping with me. Our older daughter ""toughed"" it out but it was pretty uncomfortable - Hilton needs to consider getting one of those ""egg carton"" mattresses before they advertise a ""pull out"" sofa bed. Breakfast the next morning was impressive for a Hampton Inn and everyone left very satisfied. They had make your own Belgian waffles, small egg/cheese omelets, cereal, juice, fruit, and a variety of breakfast treats. Hope this helps!
 
 
 Room Tip:  Book Early!
 See more room tips",3,negative
116768013,barrie/ca/154980/1238832/116768013.html,Hampton Inn &amp; Suites by Hilton Barrie,"This is truly one of the BEST places to stay in Barrie. The staff was absolutely amazing, courteous, helpful and had a sense of humour. Breakfast was good and plentiful. Had a bit of trouble with our bathroom but it was attended to PROMPTLY by the staff (barely hung up the phone and staff was at the door). close to some good restaurants, the casino, banks, shopping. Overall great experience. Oh yes, the beds are so very very comfortable.",5,positive
116921470,barrie/ca/154980/1238832/116921470.html,Hampton Inn &amp; Suites by Hilton Barrie,"I had my wedding in Barrie and had about 40 Kiwis and Aussies fly in for it. Kids, oldies and everyone REALLY enjoying themselves. The staff here were simply amazing. There were a few reservation hiccups but they sorted them all. To say we took over the hotel would be an understatement. They helped with all questions and driving directions as no-one had been to Barrie before. By the time we all left many of the guests and staff knew each by their first name. The hotel was always clean and the staff always smiling and up for a laugh. The more I write the more I think I should've left some flowers for them to say thanks for putting up with us. If anyone from the hotel reads this...THANKS!! Cheers, Jeremy.",5,positive
117039304,barrie/ca/154980/1238832/117039304.html,Hampton Inn &amp; Suites by Hilton Barrie,"Just a couple of turns off Highway 400 (the main road in these parts), and you've found a nice, clean, relatively new Hampton Inn for great night's stay.   Very comfortable beds, free breakfast and wi-fi of course, exceptional customer service from the friendly front desk and staff, pool and exercise room, very good room rates; and minutes away from pretty much everything in this town.  What more could you ask? Two thumbs way up.",4,positive
117204350,barrie/ca/154980/1238832/117204350.html,Hampton Inn &amp; Suites by Hilton Barrie,"Everything was just ""right"" The Staff was amazing, the room was excellent, the pool and jacuzzi was better then the average Hampton - all around it was a 10 out of 10.",5,positive
117517534,barrie/ca/154980/1238832/117517534.html,Hampton Inn &amp; Suites by Hilton Barrie,"A wonderful, new hotel! Rooms are very clean and the decor is very modern. Staff were very helpful and the complimentary hot breakfast is yummy! Coffee was great too!  All in all, an excellent hotel, and well worth the little extra $$",5,positive
117799578,barrie/ca/154980/1238832/117799578.html,Hampton Inn &amp; Suites by Hilton Barrie,"Almost everything about this place contributes to a great stay. It is one minute off Highway 400 yet incredibly quiet inside and out, rooms and common areas are sparkling clean, the staff always friendly and helpful, and the rooms spacious and very comfortable. The GM was often on the front desk and sets a great example for service.  The amenities are good too: decent saltwater pool, whirlpool, and fitness room as well as tasty breakfast with good selection. We paid a CAA (AAA) rate and got excellent value at a time when the hotel was full for a long weekend and baseball tournament.  The hotel recently changed over to all non-smoking. That is welcome but it will take some time for the previous smoking rooms to lose their smell. If you are at all sensitive, make sure you ask firmly for a room on a former non-smoking floor.
 
 
 Room Tip:  Ask for a room that has always been non-smoking
 See more room tips",4,positive
118000784,barrie/ca/154980/1238832/118000784.html,Hampton Inn &amp; Suites by Hilton Barrie,"We rented a suite here over a weekend as we had a wedding to attend in Barrie. The hotel is located 5 minutes off HWY 400 and although our suite faced the highway, unless you looked out of the window, you would not have known it was there. There were 180 degree views out towards the lake and surrounding area. The hotel is very conveniently located for shopping and restaurants too. The beds were comfortable and our suite came with fridge, microwave and coffee maker. The only thing I missed was a magnified mirror and the robes that are usually in the cupboard. The selection on the complimentary breakfast menu was quite extensive. The staff were wonderfully friendly and accommodating. I would certainly recommend this hotel to anyone who needed to be in the Barrie area for any occasion.",5,positive
118006348,barrie/ca/154980/1238832/118006348.html,Hampton Inn &amp; Suites by Hilton Barrie,This hotel is right off the highway so the location is super. The grocery store across the street can help with the budget as they have cheap pizzas and we got ribs and wings for the ball team that didn't blow the budget.  The rooms are quite small for a family of 4. We checked in and after seeing the room requested an upgrade to a suite. It was a bit better. Instead of two doubles we got a double pullout and a King bed plus we ordered a cot. The breakfast was excellent with super selection. Cheese omelette's and sausage patties are provided which was nice.   Overall it was very clean. This was our second time staying there and for the money and location it's a pretty good deal.,3,negative
118544946,barrie/ca/154980/1238832/118544946.html,Hampton Inn &amp; Suites by Hilton Barrie,"Stayed there for a night, I have no complaints. Room was big, clean and comfortable, which is always great. Reception was quick and friendly. The location is great, its close to the highway and close to many things in Barrie. Breakfast was decent, eggs, waffles, french toast etc. The hotel is modern and in good condition. I'd definitely recommend this hotel for anyone going to Barrie.
 
 
 Room Tip:  Get the package that includes $75 to Il Buco Ristorante, it'll cover dinner and dessert for 2, a...
 See more room tips",5,positive
119227515,barrie/ca/154980/1238832/119227515.html,Hampton Inn &amp; Suites by Hilton Barrie,"I travel a lot, most hotels have become just a place to sleep but, I found one that is remarkable. The Barrie Hampton Inn is nothing special, as far as the bricks and mortar are concerned, the walls are too thin, the towels too small, the conditioner is impossible to get out of the bottle but, the BIG difference here is the staff. The housekeepers always smile, even though they have a miserable job (as far as I'm concerned) and say good morning, the front desk staff always make you feel welcome and somehow just do such a fine job that you can't help but stop and chat on your way through the lobby. The breakfast room staff are fantastic, they are cheerful, friendly, helpful and always attentive to the breakfast bar. I will recommend this hotel because of it's people, they are what makes this place special.
 
 
 Room Tip:  I prefer rooms with a view over the city of Barrie, it just seems nicer than looking at large transm...
 See more room tips",4,positive
119992440,barrie/ca/154980/1238832/119992440.html,Hampton Inn &amp; Suites by Hilton Barrie,We were upgraded to a suite for free so it made this stay particularly good. We needed a hotel close to a wedding venue and stayed for 3 night. The suite was spacious and extremely clean.   The breakfast was terrible but the coffee was decent. The staff really made this great. They were very accommodating and did everything to make our stay great.   The rooms wer a great price. I am not usually into cheaper chain hotels but I would definatly stay at this or any other Hampton Inn in the future.,5,positive
120079761,barrie/ca/154980/1238832/120079761.html,Hampton Inn &amp; Suites by Hilton Barrie,"I travel quite often & seem to stay at Hiltons quite a lot. This particular location is easily accessed off the highway,with lots of parking. Hotel has a saltwater pool & hot-tub which is nice & is open till Midnight. Check in is easy, rooms are spacious, and price doesn't break the bank. Will stay here again if in the area.",4,positive
120361164,barrie/ca/154980/1238832/120361164.html,Hampton Inn &amp; Suites by Hilton Barrie,I know that it's done elsewhere but I really wish that hotel bathrooms had the sinks within the bathroom as opposed to out in the hall. It was a great room--lots of space at a good price and then they put the sink in the room rather than in the toilet area. This irks me to no end. In the future I'll call ahead and inquire about this. What happened to hygiene?,3,negative
120814648,barrie/ca/154980/1238832/120814648.html,Hampton Inn &amp; Suites by Hilton Barrie,"This is a great choice and my new regular after trying 3 others in Barrie. Great staff, great facilities, nice rooms with a very comfortable bed. This is the one in Barrie!",5,positive
122518882,barrie/ca/154980/1238832/122518882.html,Hampton Inn &amp; Suites by Hilton Barrie,"Nice new clean hotel, i stay at only Hamptons, and as far as they go, this one is the cleanest and newest. Great service, all smiles and ready to help. Cant wait to stay again.
 
 
 Room Tip:  Book early, this place is far and above any of the other hotels in Barrie.
 See more room tips",5,positive
122684332,barrie/ca/154980/1238832/122684332.html,Hampton Inn &amp; Suites by Hilton Barrie,"This hotel is about 2 yrs old. It is immediately off Hwy 400 at the Essa Rd. exit in Barrie. The lobby is small but who needs a lavish lobby? The rooms were very clean and very modern. There was no shortage of places to dine in the area. Everything is off Hwy 400 so this hotel is in the perfect spot. The best part about his hotel is definitely the hot breakfast the next day. There was no shortage of food and the variety was impressive. There is something for everyone, even the picky eater. The ladies taking care of the hot breakfast had an incredible amount of patience as this was New Year's Day and it was standing room only. Every staff member at the hotel was super polite and eager to help. The girl at the front desk offered us a voucher for a free appetizer to Jack Astors when she heard that's where we were going. She jumped at the opportunity to make our stay even better. The pool is a little small, but clean, well stocked with clean towels. The gym facility is not bad at all, some great equipment. There was nothing to complain about even if we tried.
 
 
 Room Tip:  maybe stay away from the elevators, the vending machines are cleverly placed behind glass enclosures...
 See more room tips",5,positive
122780557,barrie/ca/154980/1238832/122780557.html,Hampton Inn &amp; Suites by Hilton Barrie,"We traveled with four families to this hotel over New Years and had a great time. The staff, particularly Shandy were excellent. The beds, rooms, breakfast, service, value, cleanliness were all above expectations!",5,positive
123037020,barrie/ca/154980/1238832/123037020.html,Hampton Inn &amp; Suites by Hilton Barrie,"This was a really nice hotel. we stayed in a single king suite and the room was spacious and not over priced. The location is good if you are driving but you would need to take a cab to the main streets if you wanted to be drinking. It is however, located on top of a hill and has a great view from the hotel so if you dont mind spending a little on cabs its a great location. The customer service was refreshing since many places do not know what customer service is anymore. The lady at the front desk called to make sure that our room was good and made sure we had no concerns or problems. The salt water pool is open until 12am, which is nice since most pools are only open until about 10pm. We didnt make it down to the breakfast so I cant comment on that but im sure it was good based on the rest of the service we received there. Over all a great stay and would for sure stay there again and recommend it to other travellers.",5,positive
123179996,barrie/ca/154980/1238832/123179996.html,Hampton Inn &amp; Suites by Hilton Barrie,"new nice hotel (2.5 years old) and very clean.  I was a bit worried having a room facing the 400, but its far enough back and the hotel is well built, so my room is really quiet.  I like the laptop tray (photo attached), the room is nice and roomy.  I went down for breakfast and its your typical Hampton Inn breakfast and pretty decent.  the fitness room is clean and nice,.  When I called down for a wake up call, the staff picks up immediately and professional.  Lots of parking and internet access is wired/wireless with decent speeds.
 
 
 Room Tip:  dont forget that you get get a good deal using yor CAA/AAA cards as well as your HHONORS card.
 See more room tips",5,positive
123233741,barrie/ca/154980/1238832/123233741.html,Hampton Inn &amp; Suites by Hilton Barrie,"I have stayed in Barrie many times and always return to the Hampton because I know that I will be satisfied. I have stayed in almost every room category too, my favourite being the king suite.  It is easily accessible from the 400 hwy. Because it is at the end of a dead-end street, it is very quiet. There is always sufficient parking at the front of the hotel. The front desk staff are excellent, always very polite and warm. There is a small shop behind the front counter with select toiletries, frozen items (ice cream etc), milk, pop, juice, some food items etc.... I know there is a pool and I think fitness/business facilities, but I've never used them so can't comment.  The rooms are always very clean and I find the beds comfortable. I prefer the suite because of the extra room and the fridge in the room (there isn't a fridge in the standard rooms). I don't believe they offer pay movies but the cable is standard and usually sufficient. Toiletries are good (make-up remover pads but no shower cap).   The breakfast is included and certainly good enough - scrambled eggs, sausage patties, waffles, cereal, breads, fruit, yoghurt.   Now to be picky - there is no restaurant on site and you would have to drive anywhere to eat at night unless you order delivery food. Yes, it's Barrie, but there is nothing immediately close. Also I would like ""real"" glasses in a room - I said I was being picky - if there's a fridge, there should be a real glass instead of paper ones. Not that big of a deal though.  In short, a very nice hotel for travelers, not ""luxury"", but definitely worth the price, clean, comfortable, welcoming and convenient.
 
 
 Room Tip:  The suites have a fridge included
 See more room tips",4,positive
123760963,barrie/ca/154980/1238832/123760963.html,Hampton Inn &amp; Suites by Hilton Barrie,"Recently had a ""stay-cation"" with the family and chose the Hampton Inn in Barrie. From start to finish it was a quality experience. Front desk staff are very welcoming and accommodating. Coffee and tea are available 24/7 and the kids (parents too) enjoyed the cookies upon arrival. The property is only a couple of years old, so everything is fresh and clean. Rooms are very well appointed with comforable beds and a spacios bathroom. Excellent pool and hot tub on site which we took advantage of. Did not use the fitness room, but it looked like it had all of the necessities Great complimentary hot breakfast in the morning with waffles, eggs, cereal etc. We had one issue with our toilet not flushing properly in the morning, but I mentioned it to the front desk when we came down for breaktast and they immediately sent up someone to take a look at it. It was fixed by the time we returned from eating. I highly recommend the Hampton Inn for a quality experience from check-in to check-out. We will definitely be back.",5,positive
124660412,barrie/ca/154980/1238832/124660412.html,Hampton Inn &amp; Suites by Hilton Barrie,This hotel continues to impress me everytime i go there.  They are friendly and the place is super clean.  I have never tried their breakfast as we like to go to Cora's when we are in town. Staff is super friendly and knowlegable of the hotel and the area. EVERYTIME i am in Barrie i stay here now as there is no longer a need to look any further for a good hotel. GOOD JOB HAMPTON INN BARRIE.  Thank you for making every stay enjoyable,5,positive
124754398,barrie/ca/154980/1238832/124754398.html,Hampton Inn &amp; Suites by Hilton Barrie,"The hotel is really clean and the staff are welcoming but throughout the stay, we always would here some running noise in the hallway or upstairs. It was really hard to sleep hearing noises every time.",3,negative
124930064,barrie/ca/154980/1238832/124930064.html,Hampton Inn &amp; Suites by Hilton Barrie,"Went away for the weekend with my girlfriend to celebrate her birthday. We decided to spend the weekend in Barrie seeing as we wanted to spend Saturday skiiing at Snow Valley. After doing some research online I decided on the Hampton. Upon arrival, I was not disappointed.   Pros:  - Free breakfast  - Hot tub - Large room - Close to hwy. 400/local attractions  Cons:  - Rooms were not sound proof - Window blinds very transparent  If you are a light sleeper, you may want to consider staying elsewhere. You can very easily overhear hallway noise and doors slamming. Also, the blinds do let a lot of light in.  Apart from that, a great stay overall! Staff very helpful. If your goog out to eat downtown I would highly recommend Oscar's Oyster Bar/Grill. One of the best dining experiences I have had most recently.",5,positive
125158991,barrie/ca/154980/1238832/125158991.html,Hampton Inn &amp; Suites by Hilton Barrie,"Just returned from a 2 night stay. Room was clean, beds were comfortable, staff was very friendly and accomodating. Free breakfast was very good. Property has salt water pool and hot tub. Would definitely stay here again. Excellent value.",5,positive
125416620,barrie/ca/154980/1238832/125416620.html,Hampton Inn &amp; Suites by Hilton Barrie,"We stayed in the Studio Suite with our family last weekend. The room was very large and had two queen beds and a pull out sofa. It easily accommodated our group without feeling cramped at all. The room also had a small refrigerator and microwave oven, always a nice thing with little ones.  The hotel was immaculate and the people very friendly. We arrived late the first night and asked that our room be readied including having the pullout sofa bed made. It was ready and waiting for us as we asked.  The breakfast included was also very good and perfect for our little get away. As a Diamond Hilton member I've stayed at many Hilton brand hotels and this one was very good indeed even though the Hampton brand is not considered the top end. Despite this, the quality of this Hampton was very good and in fact better than many of the older more tired Hiltons that I've stayed at before.  I would definitely recommend this hotel and would be happy to come back. Don't forget a bathing suit though (like we did), there's a great pool that would be a shame to not use!",4,positive
126200786,barrie/ca/154980/1238832/126200786.html,Hampton Inn &amp; Suites by Hilton Barrie,"I stayed two nights for business at the Hampton Inn Hotel & Suites Barrie this week. On past visits to Barrie on business I'd always stayed at the Holiday Inn or Holiday Inn Express but the Hampton is now my new go-to hotel in Barrie and I've already booked for another 2-night stay in two weeks.  I stayed in a King Studio, very comfortable with a bar area complete with sink, microwave, fridge and granite countertops. There is a separate sink/dressing area outside of the bathroom, also with granite countertops, a sitting area, desk with wifi internet access. The bed was super comfortable with a good assortment of pillows.  A hot breakfast buffet is offered in the morning with fruit, yogurt, omelettes, bacon, homefries, homemade waffles, juices, baked goods, cereal, coffee & tea. Coffee and tea is also available in the lobby all day and evening. I didn't use any of the hotel amenities this week, but there is a pool and gym so I will explore that on my next business stay in two weeks.  There is no restaurant on site apart from the breakfast offerings but centrally located in Barrie for off-site choices.  All staff I encountered were pleasant and helpful. If you have to be away from home, this is an excellent choice in Barrie and I've recommended in to my coworkers and associates.
 
 
 Room Tip:  The king studio is very comfortable and very quiet.
 See more room tips",4,positive
126765972,barrie/ca/154980/1238832/126765972.html,Hampton Inn &amp; Suites by Hilton Barrie,"Stayed at this hotel while having some work done on my car in Barrie. I was VERY impressed by almost everything about this hotel. It was extremely clean, room was very up to date, and furniture was newer and not worn out like a lot of hotel chains. There is no charge for parking, and breakfast is free - what more can you ask for?  Lastly, I like the idea that the feather duvets are washed after every customer (have you seen their advertising for this, it's all over the place). I think we've all stayed at hotels where it's obvious that the sheet covering the duvet is clean.... but the actual duvet looks like its never seen a washing machine in its life. Not here, very clean - they apparently are washed after every guest.  Would stay here again.",5,positive
127974100,barrie/ca/154980/1238832/127974100.html,Hampton Inn &amp; Suites by Hilton Barrie,"About once every 3 months I have to go to Barrie. Tried the Days Inn and Holiday Inn express in Barrie, but they don't compare in value or service with the Hampton Inn Barrie. The staff are polite and helpful, the rooms and common areas are clean and well maintained. A great place to stay.",5,positive
128232468,barrie/ca/154980/1238832/128232468.html,Hampton Inn &amp; Suites by Hilton Barrie,"Well located hotel overlooking the city with great shopping and easy access. Well appointed rooms and exceptionally clean. Thanks  PS Wish you would go back to your initial policy of allowing dogs.
 
 
 Room Tip:  All rooms are good and very quiet. Only wish they would go back to their iniitial policy of allowing...
 See more room tips",5,positive
128292045,barrie/ca/154980/1238832/128292045.html,Hampton Inn &amp; Suites by Hilton Barrie,Stayed here on many occasions and everything from the service to the breakfasts were very good. This hotel is relatively new and has easy access to highway. Staff is always friendly.,5,positive
128393559,barrie/ca/154980/1238832/128393559.html,Hampton Inn &amp; Suites by Hilton Barrie,"Convenient location, no restaurant but we had a room with fridge and microwave and there's a grocery store within easy walking distance, great breakfast in the lobby every morning. I can't say the bed was the most comfortable I'd ever slept in nor were the pillows terribly comfy but the room itself was certainly adequate for our needs.
 
 
 Room Tip:  The hotel is located on a dead end street so it's pretty quiet
 See more room tips",3,negative
128948263,barrie/ca/154980/1238832/128948263.html,Hampton Inn &amp; Suites by Hilton Barrie,"Totally UNPROFESSIONAL !!! I was forced to go through the credit card claims to get my money back for services that were never consumed. Numerous hours of discussions over the phone till $141 have been retrieved. Stay away or be ready to waste your time and energy! I travel a lot but never experienced something like this. Such a shame!
 
 
 Room Tip:  Check your credit card statement twice. You just never know till you see it ...
 See more room tips",1,negative
129142312,barrie/ca/154980/1238832/129142312.html,Hampton Inn &amp; Suites by Hilton Barrie,"This place is very mediocre, there's nothing great and there are only a couple of things that suck. The most annoying this is if you are a business traveler and you want to get some work done of an evening the internet is slow and unreliable at best. Other than that the place seems clean and the people are decent. Like I said, this is a super mediocre and average hotel, decent rates though.",3,negative
130136673,barrie/ca/154980/1238832/130136673.html,Hampton Inn &amp; Suites by Hilton Barrie,"Stayed here in May. Was able to check in early.  Room was clean. Comfortable bed, light duvet and choice of hard or soft pillows. Quiet surroundings. Ample free parking.  Complimentary breakfast. Adequate selection of hot and cold items.  ONE NEGATIVE; Only disappointment was that we could not enjoy the pool because the entire evening it was occupied by several young kids. A woman had a baby under 12 months in the pool for quite some time. It did not appear to have a protective pool diaper used for sanitary reasons. One recommendation would be to have the pool assigned ""adults only over age 16"" for the last hour or two prior to closing (i.e. 9:00 - 10:00 PM , 9:00 - 11:00 PM) depending on when the pool closes for the night. It's impossible to swim with kids jumping, splashing, throwing balls and screaming as well as running from pool to jacuzzi. We finally left the pool area at 10:30 PM and they were still there. When is bedtime ??? Some hotels and resorts post this ""adults hour"" swim time and it appears to work well. Management seems concerned about improving situations so hopefully this will rate their consideration.  Other than this incident we would recommend this facility and we would stay here again.
 
 
 Room Tip:  We would not want a room near pool area.
 See more room tips",4,positive
130189659,barrie/ca/154980/1238832/130189659.html,Hampton Inn &amp; Suites by Hilton Barrie,"We stayed for 3 nights while attending a wedding. The room was well appointed and clean. The free breakfast was very good with a nice selection of hot and cold options. The fresh waffles were a hit with us! The free coffee is even decent. The beds weren't necessarily the most comfortable that I've slept on but they weren't bad either. Overall, I would definitely stay here again and recommend it to my friends!",4,positive
